cheese,milk,country,family,type,texture,rind,color,flavor,aroma,vegetarian,vegan
Shredded Bliss,water buffalo,"Canada, United States",Mozzarella,semi-soft,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",True,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,"creamy, dense, smooth, soft-ripened",washed,yellow,"acidic, buttery",aromatic,False,False
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",plastic,white,"buttery, milky, smooth","fresh, milky, rich, sweet",False,False
Beehive Fresh,cow,United States,Mozzarella,"fresh soft, artisan","buttery, soft",leaf wrapped,pale yellow,"buttery, mild","buttery, fresh, mild",True,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",True,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,"chewy, dense",washed,yellow,"acidic, buttery",aromatic,False,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,semi firm,washed,yellow,"acidic, buttery",aromatic,False,False
Beemster 2% Milk,cow,"Canada, Denmark, France, Germany, Netherlands, United States",Mozzarella,semi-soft,smooth,cloth wrapped,white,nutty,"aromatic, floral, fruity",False,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",mold ripened,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",True,False
Beehive Fresh,cow,United States,Mozzarella,"fresh soft, artisan","buttery, soft",natural,pale yellow,"buttery, mild","buttery, fresh, mild",True,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",leaf wrapped,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",False,False
Shredded Bliss,"goat, sheep","Canada, United States",Mozzarella,semi-soft,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",True,False
Beemster 2% Milk,cow,"Canada, Denmark, France, Germany, Netherlands, United States",Mozzarella,semi-soft,smooth,rindless,golden orange,nutty,"aromatic, floral, fruity",False,False
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",natural,white,"buttery, milky, smooth","fresh, milky, rich, sweet",False,False
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",bloomy,white,"buttery, milky, smooth","fresh, milky, rich, sweet",True,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,compact,washed,yellow,"acidic, buttery",aromatic,False,False
Shredded Bliss,goat,"Canada, United States",Mozzarella,semi-soft,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",True,False
Beehive Fresh,cow,United States,Mozzarella,"fresh soft, artisan","buttery, soft",rindless,pale yellow,"buttery, mild","buttery, fresh, mild",True,False
Shredded Bliss,"cow, goat, sheep","Canada, United States",Mozzarella,semi-soft,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",True,False
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",natural,white,"buttery, milky, smooth","fresh, milky, rich, sweet",True,False
Smoked Fior Di Latte,cow,Italy,Mozzarella,semi-soft,"elastic, smooth",rindless,brownish yellow,"smokey , tangy",smokey,False,False
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",rindless,white,"buttery, milky, smooth","fresh, milky, rich, sweet",False,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",natural,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",True,False
Beemster 2% Milk,cow,"Canada, Denmark, France, Germany, Netherlands, United States",Mozzarella,semi-soft,smooth,rindless,cream,nutty,"aromatic, floral, fruity",False,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",leaf wrapped,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",True,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",natural,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",False,False
Smoked Fior Di Latte,cow,Italy,Mozzarella,semi-soft,"elastic, smooth",washed,brownish yellow,"smokey , tangy",smokey,True,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",ash coated,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",True,False
Smoked Fior Di Latte,cow,Italy,Mozzarella,semi-soft,"elastic, smooth",natural,brownish yellow,"smokey , tangy",smokey,True,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,"hard, artisan","crumbly, dense",rindless,white,"creamy, mild","herbal, mushroom, stinky",True,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,elastic,washed,yellow,"acidic, buttery",aromatic,False,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,smooth,washed,yellow,"acidic, buttery",aromatic,False,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,"buttery, soft",washed,yellow,"acidic, buttery",aromatic,False,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,"fresh soft, artisan",firm,rindless,white,savory,rich,True,False
Beemster 2% Milk,cow,"Canada, Denmark, France, Germany, Netherlands, United States",Mozzarella,semi-soft,smooth,natural,white,nutty,"aromatic, floral, fruity",False,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",edible,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",False,False
Beemster 2% Milk,cow,"Canada, Denmark, France, Germany, Netherlands, United States",Mozzarella,semi-soft,smooth,bloomy,white,nutty,"aromatic, floral, fruity",False,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,creamy,washed,yellow,"acidic, buttery",aromatic,False,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,fresh soft,"elastic, smooth, springy, stringy",rindless,white,"salty, smokey , strong",clean,True,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,"crumbly, crystalline, firm, grainy",washed,yellow,"acidic, buttery",aromatic,False,False
Beemster 2% Milk,cow,"Canada, Denmark, France, Germany, Netherlands, United States",Mozzarella,semi-soft,smooth,waxed,white,nutty,"aromatic, floral, fruity",False,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,"compact, elastic",washed,yellow,"acidic, buttery",aromatic,False,False
Beemster 2% Milk,cow,"Canada, Denmark, France, Germany, Netherlands, United States",Mozzarella,semi-soft,smooth,natural,ivory,nutty,"aromatic, floral, fruity",False,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,"hard, artisan","buttery, smooth, soft",rindless,white,"pungent, subtle",grassy,True,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",False,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,"firm, smooth",washed,yellow,"acidic, buttery",aromatic,False,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,"semi-hard, artisan",creamy,rindless,white,"lemony, salty, sharp, tangy",rich,True,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,"hard, artisan",crystalline,rindless,white,"buttery, earthy",fresh,True,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,"crumbly, firm",washed,yellow,"acidic, buttery",aromatic,False,False
Beemster 2% Milk,cow,"Canada, Denmark, France, Germany, Netherlands, United States",Mozzarella,semi-soft,smooth,plastic,cream,nutty,"aromatic, floral, fruity",False,False
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",washed,white,"buttery, milky, smooth","fresh, milky, rich, sweet",True,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,"semi-soft, artisan","creamy, crumbly, open",rindless,white,"mild, milky, smooth",pungent,True,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan","creamy, soft",washed,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",True,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,artisan,"creamy, crumbly, firm, smooth",rindless,white,"smooth, tangy","earthy, floral",True,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,"crystalline, dense, flaky",washed,yellow,"acidic, buttery",aromatic,False,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,"fresh firm, artisan","creamy, soft",rindless,white,earthy,"aromatic, nutty",True,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",smooth,leaf wrapped,white,"mild, sweet","earthy, floral",False,False
Comtomme,cow,Canada,Tomme,"semi-soft, artisan","firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",False,False
Saint Albray,cow,France,Tomme,semi-soft,"creamy, smooth",washed,pale yellow,"mild, sweet","buttery, mild",False,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan","creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet","pleasant, strong",True,False
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened","creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,False,False
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,True,False
Saint Albray,cow,France,Tomme,semi-soft,"creamy, smooth",washed,orange,"mild, sweet","buttery, mild",False,False
Lou Pevre,goat,France,Tomme,"soft, processed",smooth,natural,white,acidic,goaty,False,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",smooth,leaf wrapped,white,"buttery, milky, smooth","earthy, floral",False,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan","creamy, crumbly",natural,white,"lemony, mild","aromatic, fresh, herbal",True,False
Carmody,cow,United States,Tomme,"semi-hard, artisan",firm,natural,cream,"buttery, caramel, sweet",fresh,True,False
Comtomme,cow,Canada,Tomme,"semi-soft, artisan","firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",True,False
Maggie's Round,cow,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",True,False
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan","creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty",fresh,False,False
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan","creamy, smooth",washed,ivory,pungent,grassy,False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty",sweet,False,False
Appalachian,cow,United States,Tomme,"semi-soft, artisan",firm,mold ripened,white,"buttery, lemony, mushroomy","earthy, grassy, lactic",True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty",aromatic,False,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan","soft, spreadable",natural,white,"lemony, mild","aromatic, fresh, herbal",True,False
Saint Albray,cow,France,Tomme,semi-soft,"creamy, smooth",washed,white,"mild, sweet","buttery, mild",True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty","fresh, fruity",False,False
Pelardon des Cevennes,goat,France,Tomme,"soft, soft-ripened",creamy,natural,white,"acidic, fruity",goaty,False,False
Appalachian,cow,United States,Tomme,"semi-soft, artisan",firm,mold ripened,white,"buttery, lemony, mushroomy","earthy, grassy, lactic",False,False
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened","creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,True,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan","creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet","grassy, mild, nutty",True,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan","creamy, soft",bloomy,white,"lemony, mild","aromatic, fresh, herbal",True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty","herbal, sweet",False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty","buttery, spicy",False,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan","creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",pleasant,True,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan","creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet","fresh, milky, rich, sweet",True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty","fruity, spicy",False,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",smooth,leaf wrapped,white,"lemony, sweet","earthy, floral",False,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",smooth,leaf wrapped,white,"fruity, smooth, subtle, sweet","earthy, floral",False,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",smooth,leaf wrapped,white,acidic,"earthy, floral",False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty","clean, fresh",False,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",smooth,natural,white,"lemony, mild","aromatic, fresh, herbal",True,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",buttery,washed,white,"lemony, mild","aromatic, fresh, herbal",True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty",nutty,False,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan","creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet","fresh, rich",True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty","milky, mushroom",False,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",smooth,leaf wrapped,white,"mellow, salty, sharp, tart","earthy, floral",False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty","fresh, milky",False,False
Saint Albray,cow,France,Tomme,semi-soft,"creamy, smooth",washed,cream,"mild, sweet","buttery, mild",True,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan","creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",rich,True,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan","buttery, compact, crumbly",natural,white,"lemony, mild","aromatic, fresh, herbal",True,False
Saint Albray,cow,France,Tomme,semi-soft,"creamy, smooth",washed,yellow,"mild, sweet","buttery, mild",True,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan","creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",milky,True,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan","creamy, smooth, soft, springy",natural,white,"lemony, mild","aromatic, fresh, herbal",True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty","fresh, lactic, pleasant",False,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan","firm, supple",natural,white,"lemony, mild","aromatic, fresh, herbal",True,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan","creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",strong,True,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan","creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",goaty,True,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",smooth,leaf wrapped,white,sweet,"earthy, floral",False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty",rich,False,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan","creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",nutty,True,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan","creamy, smooth",washed,white,"lemony, mild","aromatic, fresh, herbal",True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty",mushroom,False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty","clean, floral, fresh",False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty","buttery, fruity",False,False
Saint Albray,cow,France,Tomme,semi-soft,"creamy, smooth",washed,cream,"mild, sweet","buttery, mild",False,False
